index,APPARENT_TEMPERATURE:TOTAL
2020-01-04 07:15:00,0.69999998807907
2020-01-04 07:30:00,1.6000000238418999
2020-01-04 07:45:00,1.2999999523163
2020-01-04 08:00:00,1.1666666269302466
2020-01-04 08:15:00,0.89999997615814
2020-01-04 08:30:00,1.4333333174387668
2020-01-04 08:45:00,1.2999999523163
2020-01-04 09:00:00,1.2333333094915
2020-01-04 09:15:00,1.1000000238419
2020-01-04 09:30:00,1.6333333651224666
2020-01-04 09:45:00,1.5
2020-01-04 10:00:00,1.3333333333333333
2020-01-04 10:15:00,1.0333333412806334
2020-01-04 10:30:00,1.6666666269302333
2020-01-04 10:45:00,1.3999999761581001
2020-01-04 11:00:00,1.3999999761581001
2020-01-04 11:15:00,0.8666666547457367
2020-01-04 11:30:00,1.5000000000000335
2020-01-04 11:45:00,1.2999999523163
2020-01-04 12:00:00,1.2666666507721
2020-01-04 12:15:00,1.2666666507721
2020-01-04 12:30:00,2.0999999046326
2020-01-04 12:45:00,1.8999999761581001
2020-01-04 13:00:00,1.8666666348775
2020-01-04 13:15:00,1.7999999523163
2020-01-04 13:30:00,2.2666666507721
2020-01-04 13:45:00,2.2000000476837
2020-01-04 14:00:00,2.1333333651224664
2020-01-04 14:15:00,2.0
2020-01-04 14:30:00,1.5999999841054333
2020-01-04 14:45:00,1.7999999523163
2020-01-04 15:00:00,1.9333333174387668
2020-01-04 15:15:00,2.2666666507721
2020-01-04 15:30:00,2.0999999046326
2020-01-04 15:45:00,2.0
2020-01-04 16:00:00,2.0333333015442
2020-01-04 16:15:00,2.0999999046326
2020-01-04 16:30:00,1.7333333094915
2020-01-04 16:45:00,1.6000000238418999
2020-01-04 17:00:00,1.5666666825612667
2020-01-04 17:15:00,1.4333333174387333
2020-01-04 17:30:00,0.8999999960263567
2020-01-04 17:45:00,0.69999998807907
2020-01-04 18:00:00,0.7999999920527134
2020-01-04 18:15:00,0.9333333174387599
2020-01-04 18:30:00,2.5
2020-01-04 18:45:00,2.4000000953674
2020-01-04 19:00:00,2.0666667222976334
2020-01-04 19:15:00,1.3999999761581001
2020-01-04 19:30:00,1.5333333412806336
2020-01-04 19:45:00,1.6000000238418999
2020-01-04 20:00:00,1.6000000238418999
2020-01-04 20:15:00,1.0333333412806334
2020-01-04 20:30:00,1.8333333333333333
2020-01-04 20:45:00,1.5
2020-01-04 21:00:00,1.1666666666666667
2020-01-04 21:15:00,0.5
2020-01-04 21:30:00,-0.26666667064030664
2020-01-04 21:45:00,-0.40000000596046
2020-01-04 22:00:00,-0.4666666785875933
2020-01-04 22:15:00,-0.53333334128062
2020-01-04 22:30:00,-0.4333333373069734
2020-01-04 22:45:00,-0.5
2020-01-04 23:00:00,-0.6666666666666666
2020-01-04 23:15:00,-1.0
2020-01-04 23:30:00,-0.40000000596046
2020-01-04 23:45:00,-0.40000000596046
2020-01-05 00:00:00,-0.40000000596046
2020-01-05 00:15:00,-0.10000000149012
2020-01-05 00:30:00,-0.13333333532015668
2020-01-05 00:45:00,-0.20000000298023
2020-01-05 01:00:00,-0.20000000298023
2020-01-05 01:15:00,-0.20000000298023
2020-01-05 01:30:00,0.46666666865348666
2020-01-05 01:45:00,0.40000000596046
2020-01-05 02:00:00,0.4333333373069734
2020-01-05 02:15:00,0.4333333373069734
2020-01-05 02:30:00,0.6666666666666666
2020-01-05 02:45:00,0.60000002384186
