season;dayOfWeek;hour;meanP;stdP;meanQ;stdQ
summer;6;2;5629.6302490234375;1478.2438049316406;-1338.2672729492188;248.0230598449707
summer;6;3;5651.7789306640625;1485.4264526367188;-1337.9699401855469;247.77666473388672
summer;6;4;5640.806640625;1465.0016174316406;-1331.0686950683594;246.4668083190918
summer;6;5;5749.79833984375;1467.5055236816406;-1328.2704467773438;246.38418579101562
summer;6;6;5803.67138671875;1480.8096313476562;-1318.4552001953125;250.11899185180664
summer;6;7;5737.643798828125;1467.2384338378906;-1316.977294921875;249.61994171142578
summer;6;8;5804.2056884765625;1479.5618286132812;-1320.3732604980469;246.21988677978516
summer;6;9;5781.4000244140625;1479.9661254882812;-1318.203857421875;246.6232795715332
summer;6;10;5783.395751953125;1478.4208374023438;-1321.7839965820312;249.80565643310547
summer;6;11;5753.0833740234375;1478.7238159179688;-1326.0327453613281;245.55852890014648
summer;6;12;5754.2574462890625;1463.6978759765625;-1332.9628601074219;250.50629043579102
summer;6;13;5733.5858154296875;1462.8566589355469;-1340.4998779296875;250.45697784423828
summer;6;14;5694.7413330078125;1487.5494995117188;-1344.2221374511719;247.6206398010254
summer;6;15;5676.521728515625;1464.9703979492188;-1353.6166687011719;249.8882179260254
summer;6;16;5644.2840576171875;1480.7655029296875;-1350.5220031738281;247.10044479370117
summer;6;17;5679.423828125;1462.35107421875;-1354.0345458984375;249.62627792358398
summer;6;18;5672.274658203125;1465.7080688476562;-1349.5279235839844;246.58820724487305
summer;6;19;5622.017578125;1490.9011535644531;-1339.2387390136719;249.14371490478516
summer;6;20;5619.4407958984375;1479.6684265136719;-1336.3181457519531;245.15847778320312
summer;6;21;5625.0277099609375;1460.1753234863281;-1326.4949645996094;245.89447784423828
summer;6;22;5694.6990966796875;1476.5229797363281;-1317.945556640625;247.49641799926758
