season;dayOfWeek;hour;meanP;stdP;meanQ;stdQ
winter;6;20;12623.140869140625;2437.087890625;-1299.3425903320312;404.62774658203125
winter;6;21;10901.284423828125;2445.2526245117188;-1360.0362854003906;407.8074645996094
winter;6;22;9076.60400390625;2425.5680541992188;-1360.7362365722656;405.52281188964844
winter;6;23;7469.9449462890625;2401.74267578125;-1316.3755493164062;406.9309768676758
summer;0;0;5017.3258056640625;2391.7681884765625;-763.3971862792969;398.9939956665039
summer;0;1;4691.617919921875;2376.471435546875;-765.1343688964844;403.1494140625
summer;0;2;4576.7232666015625;2394.9568481445312;-764.4040832519531;401.44488525390625
summer;0;3;4551.3096923828125;2402.5064697265625;-752.6061706542969;399.92274475097656
summer;0;4;4884.4080810546875;2441.3974609375;-724.1826782226562;401.72447967529297
summer;0;5;5285.8267822265625;2404.07177734375;-684.8151702880859;405.15775299072266
summer;0;6;5933.861083984375;2408.1277465820312;-638.0538635253906;404.21949768066406
summer;0;7;6602.2762451171875;2388.4130249023438;-487.70845794677734;400.93575286865234
summer;0;8;7385.5084228515625;2421.1776733398438;-230.92531204223633;403.07623291015625
summer;0;9;7995.2996826171875;2411.9644775390625;-33.2343966960907;404.86649322509766
summer;0;10;8486.15869140625;2412.0654907226562;130.68478202819824;407.2972946166992
summer;0;11;8904.7490234375;2454.8404541015625;184.62092971801758;402.3769836425781
summer;0;12;9086.384033203125;2404.653076171875;142.10525512695312;402.7616653442383
summer;0;13;9128.226806640625;2415.9091186523438;9.978170573711395;408.73522186279297
summer;0;14;8918.037841796875;2408.1232299804688;-134.57577514648438;403.0525207519531
summer;0;15;8657.675537109375;2400.0433959960938;-304.12999725341797;406.6233367919922
summer;0;16;9195.895751953125;2404.2301635742188;-367.2395706176758;407.0303497314453
summer;0;17;9638.114013671875;2389.8798217773438;-436.51656341552734;409.75123596191406
summer;0;18;10069.43310546875;2388.5669555664062;-524.2540588378906;399.80626678466797
summer;0;19;10172.208251953125;2418.7977294921875;-625.2102203369141;407.3975296020508
summer;0;20;9785.02587890625;2407.1812744140625;-752.4971923828125;404.62227630615234
summer;0;21;8667.590087890625;2388.393798828125;-819.9198913574219;407.19181060791016
summer;0;22;7170.7401123046875;2406.906005859375;-837.7155456542969;405.0798034667969
summer;0;23;5709.5784912109375;2392.8193359375;-827.8383483886719;407.7120132446289
summer;1;0;4986.1929931640625;2368.267578125;-821.8669128417969;403.70304107666016
summer;1;1;4594.389404296875;2388.2750854492188;-824.8472290039062;400.9901123046875
summer;1;2;4430.9677734375;2436.1351318359375;-875.4585723876953;404.8033447265625
summer;1;3;4569.019775390625;2398.5438232421875;-818.4664306640625;405.99166107177734
summer;1;4;4920.8870849609375;2388.7978515625;-800.0205993652344;402.3536605834961
